LO,AI,JT09-T|AI,2020-02-25 01:38:50,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT11-T|AI,2020-02-25 01:38:10,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT12-T|AI,2020-02-25 01:38:20,Y,N,LO,2020-02-25 07:39:00
LO,AI,LT01-T|AI,2020-02-25 01:38:10,Y,N,LO,2020-02-25 07:39:00
LO,AI,LT02-T|AI,2020-02-25 01:38:20,Y,N,LO,2020-02-25 07:39:00
LO,AI,LT03-T|AI,2020-02-25 01:38:30,Y,N,LO,2020-02-25 07:39:00
LO,AI,LT04-T|AI,2020-02-25 01:38:40,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT02-T|AI,2020-02-25 01:39:40,Y,N,LO,2020-02-25 07:40:00
LO,AI,JT04-T|AI,2020-02-25 01:40:00,Y,N,LO,2020-02-25 07:41:00
LO,AI,CT12-T|AI,2020-02-25 01:41:50,Y,N,LO,2020-02-25 07:42:00
LO,AI,FT11-T|AI,2020-02-25 01:41:10,Y,N,LO,2020-02-25 07:42:00
LO,AI,FT09-T|AI,2020-02-25 01:42:50,Y,N,LO,2020-02-25 07:43:00
LO,AI,CT10-T|AI,2020-02-25 01:43:30,Y,N,LO,2020-02-25 07:44:00
LO,AI,CT11-T|AI,2020-02-25 01:43:40,Y,N,LO,2020-02-25 07:44:00
LO,AI,FT07-T|AI,2020-02-25 01:43:30,Y,N,LO,2020-02-25 07:44:00
LO,AI,FT08-T|AI,2020-02-25 01:43:40,Y,N,LO,2020-02-25 07:44:00
LO,AI,CT08-T|AI,2020-02-25 01:44:10,Y,N,LO,2020-02-25 07:45:00
LO,AI,CT09-T|AI,2020-02-25 01:44:20,Y,N,LO,2020-02-25 07:45:00
LO,AI,FT03-T|AI,2020-02-25 01:44:50,Y,N,LO,2020-02-25 07:45:00
LO,AI,FT06-T|AI,2020-02-25 01:44:20,Y,N,LO,2020-02-25 07:45:00
LO,AI,FT05-T|AI,2020-02-25 01:45:10,Y,N,LO,2020-02-25 07:46:00
LO,AI,CT06-T|AI,2020-02-25 01:47:50,Y,N,LO,2020-02-25 07:48:00
LO,AI,FT02-T|AI,2020-02-25 01:48:40,Y,N,LO,2020-02-25 07:49:00
LO,AI,JT10-T|AI,2020-02-25 01:51:03,Y,N,LO,2020-02-25 07:52:00
LO,AI,CT01-T|AI,2020-02-25 01:52:00,Y,N,LO,2020-02-25 07:53:00
LO,AI,FT01-T|AI,2020-02-25 01:52:30,Y,N,LO,2020-02-25 07:53:00
LO,AI,CT05-T|AI,2020-02-25 01:53:40,Y,N,LO,2020-02-25 07:54:00
LO,AI,AT04-T|AI,2020-02-25 01:55:00,Y,N,LO,2020-02-25 07:56:00
LO,AI,CT04-T|AI,2020-02-25 01:56:30,Y,N,LO,2020-02-25 07:57:00
LO,AI,CT02-T|AI,2020-02-25 02:00:10,Y,N,LO,2020-02-25 08:01:00
LO,AI,CT03-T|AI,2020-02-25 02:00:20,Y,N,LO,2020-02-25 08:01:00
LO,AI,AT02-T|AI,2020-02-25 02:07:40,Y,N,LO,2020-02-25 08:08:00
LO,AI,AT03-T|AI,2020-02-25 02:07:50,Y,N,LO,2020-02-25 08:08:00
LO,AI,AT01-T|AI,2020-02-25 02:08:30,Y,N,LO,2020-02-25 08:09:00
LO,AI,NT02-T|AI,2020-02-25 02:10:03,Y,N,LO,2020-02-25 08:11:00
LO,AI,DCT-0000|AI,2020-02-25 20:53:00,Y,N,LO,2020-02-26 03:31:00
LO,AI,CT05-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:00
LO,AI,CT11-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:00
LO,AI,FT02-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:00
LO,AI,FT08-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:00
LO,AI,GT05-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:00
LO,AI,GT11-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:01
LO,AI,JT02-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:01
LO,AI,JT08-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:01
LO,AI,LT04-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:01
LO,AI,RT03-T|AI,2020-02-26 05:32:40,Y,N,LO,2020-02-26 11:33:01
LO,AI,AT01-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,AT02-T|AI,2020-02-26 05:33:40,Y,N,LO,2020-02-26 11:34:00
LO,AI,AT03-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT01-T|AI,2020-02-26 05:33:00,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT02-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT04-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT06-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT08-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT09-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT10-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,CT12-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,FT01-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,FT03-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,FT05-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,FT06-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,FT07-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,FT09-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,FT11-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT02-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT03-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT04-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT06-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT08-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT09-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT10-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT12-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT14-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,GT15-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT01-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT03-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT05-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT06-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT07-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT09-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT11-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,JT12-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,LT01-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,LT02-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,LT03-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,NT01-T|AI,2020-02-26 05:33:50,Y,N,LO,2020-02-26 11:34:00
LO,AI,NT03-T|AI,2020-02-26 05:33:10,Y,N,LO,2020-02-26 11:34:00
LO,AI,NT04-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,RT01-T|AI,2020-02-26 05:33:20,Y,N,LO,2020-02-26 11:34:00
LO,AI,RT02-T|AI,2020-02-26 05:33:30,Y,N,LO,2020-02-26 11:34:00
LO,AI,AT04-T|AI,2020-02-26 05:34:00,Y,N,LO,2020-02-26 11:35:00
LO,AI,CT03-T|AI,2020-02-26 05:34:20,Y,N,LO,2020-02-26 11:35:00
LO,AI,CT07-T|AI,2020-02-26 05:36:00,Y,N,LO,2020-02-26 11:37:00
LO,AI,FT04-T|AI,2020-02-26 05:42:00,Y,N,LO,2020-02-26 11:43:00
LO,AI,FT10-T|AI,2020-02-26 05:44:00,Y,N,LO,2020-02-26 11:45:00
LO,AI,GT01-T|AI,2020-02-26 05:45:00,Y,N,LO,2020-02-26 11:46:00
LO,AI,GT07-T|AI,2020-02-26 05:47:01,Y,N,LO,2020-02-26 11:48:00
LO,AI,GT13-T|AI,2020-02-26 05:59:00,Y,N,LO,2020-02-26 12:00:00
LO,AI,JT04-T|AI,2020-02-26 06:02:00,Y,N,LO,2020-02-26 12:03:00
LO,AI,JT10-T|AI,2020-02-26 06:06:00,Y,N,LO,2020-02-26 12:07:00
LO,AI,NT02-T|AI,2020-02-26 06:15:00,Y,N,LO,2020-02-26 12:16:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-26 13:31:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-27 03:31:01
LO,AI,LT03-L|AI,2020-02-26 22:16:50,Y,N,LO,2020-02-27 04:17:00
LO,AI,LT04-L|AI,2020-02-26 23:16:50,Y,N,LO,2020-02-27 05:17:01
LO,AI,LT02-L|AI,2020-02-27 00:46:50,Y,N,LO,2020-02-27 06:47:00
LO,AI,LT01-L|AI,2020-02-27 01:35:50,Y,N,LO,2020-02-27 07:36:01
LO,AI,AT01-L|AI,2020-02-27 02:20:50,Y,N,LO,2020-02-27 08:21:00
LO,AI,DCT-0000|AI,2020-02-27 07:53:00,Y,N,LO,2020-02-27 14:31:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-27 15:31:01
LO,AI,CT08-T|AI,2020-02-27 18:48:10,Y,N,LO,2020-02-28 00:49:00
LO,AI,FT05-T|AI,2020-02-27 18:48:10,Y,N,LO,2020-02-28 00:49:03
LO,AI,FT11-T|AI,2020-02-27 18:48:10,Y,N,LO,2020-02-28 00:49:03
LO,AI,GT02-T|AI,2020-02-27 18:48:10,Y,N,LO,2020-02-28 00:49:03
LO,AI,AT01-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,AT02-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,AT03-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,CT02-T|AI,2020-02-27 18:49:10,Y,N,LO,2020-02-28 00:50:00
LO,AI,CT04-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,CT05-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,CT06-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,CT10-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,CT11-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,CT12-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,FT01-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,FT02-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,FT03-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,FT07-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,FT08-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,FT09-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,GT04-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,GT05-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,GT06-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,GT10-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,GT11-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,GT12-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,JT01-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,JT02-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,JT03-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,JT07-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,JT08-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,JT09-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,LT03-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:00
LO,AI,LT04-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:00
LO,AI,NT01-T|AI,2020-02-27 18:49:50,Y,N,LO,2020-02-28 00:50:00
LO,AI,RT02-T|AI,2020-02-27 18:49:30,Y,N,LO,2020-02-28 00:50:01
LO,AI,RT03-T|AI,2020-02-27 18:49:40,Y,N,LO,2020-02-28 00:50:01
LO,AI,CT03-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,CT09-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,FT06-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,GT03-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,GT08-T|AI,2020-02-27 18:50:10,Y,N,LO,2020-02-28 00:51:00
LO,AI,GT09-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,GT15-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,JT06-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,JT12-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,LT02-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,NT04-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,RT01-T|AI,2020-02-27 18:50:20,Y,N,LO,2020-02-28 00:51:00
LO,AI,GT14-T|AI,2020-02-27 18:53:10,Y,N,LO,2020-02-28 00:54:00
LO,AI,JT05-T|AI,2020-02-27 18:53:10,Y,N,LO,2020-02-28 00:54:00
LO,AI,JT11-T|AI,2020-02-27 18:53:10,Y,N,LO,2020-02-28 00:54:00
LO,AI,LT01-T|AI,2020-02-27 18:53:10,Y,N,LO,2020-02-28 00:54:00
LO,AI,NT03-T|AI,2020-02-27 18:53:10,Y,N,LO,2020-02-28 00:54:01
LO,AI,AT04-T|AI,2020-02-27 19:16:00,Y,N,LO,2020-02-28 01:17:00
LO,AI,CT01-T|AI,2020-02-27 19:16:00,Y,N,LO,2020-02-28 01:17:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-28 03:31:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-28 10:31:01
LO,AI,AT01-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:00
LO,AI,AT02-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,AT03-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT03-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT04-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT05-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT06-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT09-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT10-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT11-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT12-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT01-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT02-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT03-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT05-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT06-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT07-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT08-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT09-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,FT11-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT02-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT03-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT04-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT05-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT06-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT08-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT09-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT10-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT11-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT12-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT14-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,GT15-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT01-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT02-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT03-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT05-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT06-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT07-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT08-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT09-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT11-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,JT12-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,LT01-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,LT02-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,LT03-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,LT04-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,NT01-T|AI,2020-02-28 18:33:50,Y,N,LO,2020-02-29 00:34:01
LO,AI,NT03-T|AI,2020-02-28 18:33:10,Y,N,LO,2020-02-29 00:34:01
LO,AI,NT04-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,RT01-T|AI,2020-02-28 18:33:20,Y,N,LO,2020-02-29 00:34:01
LO,AI,RT02-T|AI,2020-02-28 18:33:30,Y,N,LO,2020-02-29 00:34:01
LO,AI,RT03-T|AI,2020-02-28 18:33:40,Y,N,LO,2020-02-29 00:34:01
LO,AI,CT02-T|AI,2020-02-28 18:34:10,Y,N,LO,2020-02-29 00:35:00
LO,AI,CT08-T|AI,2020-02-28 18:34:10,Y,N,LO,2020-02-29 00:35:00
LO,AI,AT04-T|AI,2020-02-28 18:41:00,Y,N,LO,2020-02-29 00:42:00
LO,AI,CT01-T|AI,2020-02-28 18:43:00,Y,N,LO,2020-02-29 00:44:00
LO,AI,CT07-T|AI,2020-02-28 18:46:00,Y,N,LO,2020-02-29 00:47:00
LO,AI,FT04-T|AI,2020-02-28 18:50:00,Y,N,LO,2020-02-29 00:51:00
LO,AI,FT10-T|AI,2020-02-28 18:52:00,Y,N,LO,2020-02-29 00:53:01
LO,AI,GT01-T|AI,2020-02-28 18:54:00,Y,N,LO,2020-02-29 00:55:00
LO,AI,DCT-0000|AI,2020-02-28 19:53:00,Y,N,LO,2020-02-29 02:31:00
LO,AI,GT07-T|AI,2020-02-28 20:32:00,Y,N,LO,2020-02-29 02:33:00
LO,AI,GT13-T|AI,2020-02-28 20:45:00,Y,N,LO,2020-02-29 02:46:00
LO,AI,JT04-T|AI,2020-02-28 20:58:00,Y,N,LO,2020-02-29 02:59:00
LO,AI,JT10-T|AI,2020-02-28 21:15:00,Y,N,LO,2020-02-29 03:16:00
LO,AI,NT02-T|AI,2020-02-28 21:27:00,Y,N,LO,2020-02-29 03:28:00
LO,AI,LT01-L|AI,2020-02-29 03:29:50,Y,N,LO,2020-02-29 09:30:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-29 09:31:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-29 13:31:01
LO,AI,AT01-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:00
LO,AI,AT02-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:00
LO,AI,AT03-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:00
LO,AI,CT02-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:00
LO,AI,CT03-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT04-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT05-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT06-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT08-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT09-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT10-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT11-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,CT12-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT01-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT02-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT03-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT05-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT06-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT07-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT08-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT09-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,FT11-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT02-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT03-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT04-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT05-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT06-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT08-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT09-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT10-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT11-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT12-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT14-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,GT15-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT01-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT02-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT03-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT05-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT06-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT07-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT08-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT09-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT11-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,JT12-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,LT01-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,LT02-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,LT03-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,LT04-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,NT01-T|AI,2020-02-29 10:48:50,Y,N,LO,2020-02-29 16:49:01
